timestamp,temperature,humidity,gas_voltage
2026-01-01 02:48:52,19.0,65,0.4494
2026-01-01 02:49:13,19.0,65,0.4476
2026-01-01 02:49:33,19.0,65,0.4455
2026-01-01 02:49:53,19.0,65,0.4466
2026-01-01 02:50:14,19.0,65,0.4444
2026-01-01 02:50:34,19.0,65,0.4454
2026-01-01 02:50:54,19.0,65,0.4446
2026-01-01 02:51:15,19.0,65,0.4433
2026-01-01 02:51:35,19.0,65,0.4434
2026-01-01 02:51:56,19.0,65,0.4414
2026-01-01 02:52:16,19.0,65,0.4415
2026-01-01 02:52:36,19.0,65,0.4413
2026-01-01 02:52:57,19.0,65,0.4393
2026-01-01 02:53:17,19.0,65,0.4394
2026-01-01 02:53:37,19.0,65,0.4376
2026-01-01 02:53:58,19.0,65,0.439
2026-01-01 02:54:18,19.0,65,0.4379
2026-01-01 02:54:39,19.4,65,0.4361
2026-01-01 02:54:59,19.4,65,0.4375
2026-01-01 02:55:19,19.4,65,0.436
2026-01-01 02:55:40,19.4,65,0.4365
2026-01-01 02:56:00,19.4,65,0.436
2026-01-01 02:56:21,19.4,65,0.4343
2026-01-01 02:56:41,19.4,65,0.433
2026-01-01 02:57:01,19.4,65,0.4338
2026-01-01 02:57:22,19.4,65,0.4326
2026-01-01 02:57:42,19.4,65,0.4326
2026-01-01 02:58:02,19.4,65,0.4316
2026-01-01 02:58:23,19.4,65,0.432
2026-01-01 02:58:43,19.4,65,0.4314
2026-01-01 02:59:04,19.4,65,0.4313
2026-01-01 02:59:24,19.4,65,0.4308
2026-01-01 02:59:44,19.4,65,0.4291
2026-01-01 03:00:05,19.4,65,0.4291
2026-01-01 03:00:25,19.4,65,0.4285
2026-01-01 03:00:45,19.4,65,0.4296
2026-01-01 03:01:06,19.4,65,0.4271
2026-01-01 03:01:26,19.4,65,0.4269
2026-01-01 03:01:27,19.4,65,0.4261
2026-01-01 03:01:47,19.4,65,0.4266
2026-01-01 03:02:07,19.4,65,0.4264
2026-01-01 03:02:27,19.4,65,0.4251
2026-01-01 03:02:48,19.4,65,0.4273
2026-01-01 03:03:08,19.4,65,0.4308
2026-01-01 03:03:29,19.4,65,0.4268
2026-01-01 03:03:49,19.4,65,0.4248
2026-01-01 03:04:09,19.4,65,0.4228
2026-01-01 03:04:30,19.4,65,0.4236
2026-01-01 03:04:50,19.4,65,0.4226
2026-01-01 03:05:10,19.4,65,0.42
2026-01-01 03:05:31,19.4,65,0.4211
2026-01-01 03:05:51,19.4,65,0.4204
